Calculation1,City,County/State/ Territory,Measure Names,School,Uad Uc Ethn 6 Cat,Measure Values
LPS OAKLAND R&D CAMPUS54704,Oakland,Alameda,enr,LPS OAKLAND R&D CAMPUS,Hispanic/ Latino,4
LPS OAKLAND R&D CAMPUS54704,Oakland,Alameda,adm,LPS OAKLAND R&D CAMPUS,Hispanic/ Latino,7
LPS OAKLAND R&D CAMPUS54704,Oakland,Alameda,app,LPS OAKLAND R&D CAMPUS,Hispanic/ Latino,11
LPS OAKLAND R&D CAMPUS54704,Oakland,Alameda,enr,LPS OAKLAND R&D CAMPUS,All,6
LPS OAKLAND R&D CAMPUS54704,Oakland,Alameda,adm,LPS OAKLAND R&D CAMPUS,All,10
LPS OAKLAND R&D CAMPUS54704,Oakland,Alameda,app,LPS OAKLAND R&D CAMPUS,All,16
MADISON PARK ACADEMY HIGH SCHL54768,Oakland,Alameda,enr,MADISON PARK ACADEMY HIGH SCHL,Hispanic/ Latino,3
MADISON PARK ACADEMY HIGH SCHL54768,Oakland,Alameda,adm,MADISON PARK ACADEMY HIGH SCHL,Hispanic/ Latino,9
MADISON PARK ACADEMY HIGH SCHL54768,Oakland,Alameda,app,MADISON PARK ACADEMY HIGH SCHL,Hispanic/ Latino,11
MADISON PARK ACADEMY HIGH SCHL54768,Oakland,Alameda,enr,MADISON PARK ACADEMY HIGH SCHL,All,4
MADISON PARK ACADEMY HIGH SCHL54768,Oakland,Alameda,adm,MADISON PARK ACADEMY HIGH SCHL,All,11
